id,imdb_id,original_title,title,genres,release_date,budget,revenue,popularity,vote_average,vote_count,runtime
290859,tt6450804,Terminator: Dark Fate,Terminator: Dark Fate,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2019-10-23,185000000,261119292,173.06,6.5,3519,128
317442,tt3717532,The Last: Naruto the Movie,The Last: Naruto the Movie,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}]",2014-12-06,0,0,174.18,7.8,932,114
429617,tt6320628,Spider-Man: Far From Home,Spider-Man: Far From Home,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2019-06-28,160000000,1131927996,177.271,7.5,9988,129
347201,tt4618398,BORUTO -NARUTO THE MOVIE-,Boruto: Naruto the Movie,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2015-08-07,0,0,178.145,7.7,787,100
509967,tt8106534,6 Underground,6 Underground,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",2019-12-10,150000000,0,181.696,6.3,3157,128
458156,tt6146586,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2019-05-15,55000000,326709727,182.237,7.4,6843,130
299534,tt4154796,Avengers: Endgame,Avengers: Endgame,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2019-04-24,356000000,2797800564,212.225,8.3,18313,181
512200,tt7975244,Jumanji: The Next Level,Jumanji: The Next Level,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2019-12-04,125000000,796575993,213.15,7.0,5863,123
461130,tt6259380,Code 8,Code 8,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2019-12-06,0,157209,214.652,6.2,1233,99
335983,tt1270797,Venom,Venom,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2018-09-28,116000000,855013954,234.429,6.8,10883,112
607383,tt7286836,Aquaslash,Aquaslash,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2019-07-29,0,0,242.961,3.9,60,72
299536,tt4154756,Avengers: Infinity War,Avengers: Infinity War,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2018-04-25,300000000,2046239637,255.24,8.3,21969,149
592350,tt11107074,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,My Hero Academia: Heroes Rising,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",2019-12-20,0,29900850,320.648,8.5,731,104
475557,tt7286456,Joker,Joker,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2019-10-02,55000000,1074251311,372.847,8.2,17824,122
384018,tt6806448,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2019-08-01,200000000,760098996,386.694,6.9,4968,137
647302,tt3917506,Benny Loves You,Benny Loves You,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2019-11-21,0,0,460.259,6.0,40,94
581387,tt11285908,백두산,Ashfall,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2019-12-19,17700000,61321941,508.05,6.5,274,128
138843,tt1457767,The Conjuring,The Conjuring,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013-03-20,13000000,319494638,563.441,7.5,8329,112
259693,tt3065204,The Conjuring 2,The Conjuring 2,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2016-05-13,40000000,320392818,677.517,7.2,5992,134
447332,tt6644200,A Quiet Place,A Quiet Place,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2018-04-03,17000000,340677200,784.093,7.4,9882,91
537915,tt4126476,After,After,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2019-04-11,14000000,69497587,129.501,7.2,6275,106
453405,tt1025100,Gemini Man,Gemini Man,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2019-10-02,138000000,173469516,129.509,6.4,3704,117
400155,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2018-06-28,80000000,100176000,130.732,6.9,3121,97
299537,tt4154664,Captain Marvel,Captain Marvel,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2019-03-06,152000000,1128276090,132.612,6.9,11461,124
572154,tt10472884,青春ブタ野郎はゆめみる少女の夢を見ない,Rascal Does Not Dream of a Dreaming Girl,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",2019-06-15,0,0,134.593,8.5,274,90
578189,tt7390646,Black and Blue,Black and Blue,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-10-25,12000000,22741061,134.704,6.7,508,109
333339,tt1677720,Ready Player One,Ready Player One,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",2018-03-28,175000000,582890172,134.994,7.6,11485,140
287947,tt0448115,Shazam!,Shazam!,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2019-03-29,80000000,365971656,135.171,7.1,6557,132
181812,tt2527338,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2019-12-18,250000000,1074144248,135.977,6.5,6767,142
486589,tt4429160,Red Shoes And The Seven Dwarfs,Red Shoes And The Seven Dwarfs,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",2019-07-25,0,5362776,140.852,7.7,720,92
560192,tt8380776,Grand Isle,Grand Isle,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2019-12-06,0,0,143.459,6.0,169,97
505262,tt7745068,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,My Hero Academia: Two Heroes,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2018-08-03,12000000,31478826,143.622,8.0,621,96
532067,tt9239552,この素晴らしい世界に祝福を！紅伝説,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",2019-08-30,0,0,144.961,8.4,262,90
611914,tt9207616,The Courier,The Courier,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2019-11-22,0,0,145.242,6.2,378,99
373571,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2019-05-29,170000000,386600138,147.431,6.7,4167,132
522938,tt1206885,Rambo: Last Blood,Rambo: Last Blood,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2019-09-19,50000000,91490353,154.969,6.5,2641,89
345940,tt4779682,The Meg,The Meg,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",2018-08-09,150000000,530243742,154.986,6.2,5206,113
450465,tt6823368,Glass,Glass,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2019-01-16,20000000,246941965,160.039,6.7,6265,129
829859,,Thor & Loki - Blood Brothers,Thor & Loki - Blood Brothers,"[{'id': 16, 'name': 'Animation'}]",2011-09-13,0,0,170.238,0.0,0,71
337339,tt4630562,The Fate of the Furious,The Fate of the Furious,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2017-04-12,250000000,1238764765,172.571,6.9,8258,136
351286,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2018-06-06,170000000,1303459585,109.056,6.6,8929,129
216015,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2015-02-11,4000000,571006128,110.357,5.9,9535,125
346910,tt3829266,The Predator,The Predator,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2018-09-05,88000000,160542134,112.372,5.6,3355,107
480414,tt4913966,The Curse of La Llorona,The Curse of La Llorona,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2019-04-17,9000000,122033739,112.677,5.7,1627,93
641790,tt9625664,Trauma Center,Trauma Center,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-12-06,0,0,113.369,5.7,283,87
337167,tt4477536,Fifty Shades Freed,Fifty Shades Freed,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2018-01-17,55000000,368307760,116.102,6.7,6261,105
511987,tt8364368,Crawl,Crawl,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2019-07-11,13500000,89203432,116.582,6.3,2142,88
619278,tt7832848,Inside Man: Most Wanted,Inside Man: Most Wanted,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-09-24,0,0,117.555,6.7,157,106
303857,tt3819668,ドラゴンボールZ 復活の「F」,Dragon Ball Z: Resurrection 'F',"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",2015-04-18,5000000,61768190,117.937,6.8,1161,93
597398,tt8288450,Away,Away,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2019-11-15,0,0,118.704,6.3,44,75
338967,tt1560220,Zombieland: Double Tap,Zombieland: Double Tap,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2019-10-09,42000000,122801777,120.344,7.0,3679,99
284053,tt3501632,Thor: Ragnarok,Thor: Ragnarok,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2017-10-25,180000000,853977126,121.779,7.6,15996,131
521029,tt8350360,Annabelle Comes Home,Annabelle Comes Home,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2019-06-26,30000000,231252591,122.815,6.4,2345,106
24428,tt0848228,The Avengers,The Avengers,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2012-04-25,220000000,1518815515,123.44,7.7,24809,143
520901,tt8328716,Doom: Annihilation,Doom: Annihilation,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2019-09-30,0,0,124.635,4.9,258,97
474350,tt7349950,It Chapter Two,It Chapter Two,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",2019-09-04,79000000,473093228,125.547,6.9,6010,169
320288,tt6565702,Dark Phoenix,Dark Phoenix,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2019-06-05,200000000,252442974,126.433,6.1,4585,114
354912,tt2380307,Coco,Coco,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2017-10-27,175000000,800526015,126.532,8.2,13992,105
330457,tt4520988,Frozen II,Frozen II,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",2019-11-20,150000000,1450026933,127.838,7.3,7398,103
439079,tt5814060,The Nun,The Nun,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2018-09-05,22000000,365550119,128.779,5.8,4636,96
315635,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",2017-07-05,175000000,880166924,99.423,7.4,16274,133
118406,tt2290828,Road to Ninja: Naruto the Movie,Naruto Shippuden the Movie: Road to Ninja,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",2012-07-28,0,17322136,99.807,7.5,550,109
484641,tt7456310,Anna,Anna,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2019-06-19,34000000,31626978,99.916,6.7,1731,119
524251,tt6079516,I See You,I See You,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",2019-09-11,3000000,0,100.501,7.0,689,98
424783,tt4701182,Bumblebee,Bumblebee,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2018-12-15,135000000,467989645,100.89,6.7,4426,114
378064,tt5323662,映画 聲の形,A Silent Voice: The Movie,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",2016-09-17,0,30156463,101.237,8.4,2383,130
324786,tt2119532,Hacksaw Ridge,Hacksaw Ridge,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2016-10-07,40000000,175302354,102.22,8.2,9669,139
479455,tt2283336,Men in Black: International,Men in Black: International,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",2019-06-12,110000000,252608480,102.741,6.0,3389,115
514439,tt7083526,Breakthrough,Breakthrough,"[{'id': 18, 'name': 'Drama'}]",2019-04-10,0,0,103.384,7.6,729,116
489245,tt6196936,The Kill Team,The Kill Team,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-10-17,0,0,104.498,6.7,255,87
440249,tt5168832,After Porn Ends 2,After Porn Ends 2,"[{'id': 99, 'name': 'Documentary'}]",2017-03-28,500000,0,104.676,5.3,162,90
458897,tt5033998,Charlie's Angels,Charlie's Angels,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2019-11-14,48000000,73279888,105.038,6.6,2059,118
428045,tt6218010,Тайна печати Дракона,Iron Mask,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2019-08-16,49000000,0,105.049,6.4,216,121
568160,tt9426210,天気の子,Weathering with You,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2019-06-19,0,186965409,105.26,8.2,1044,112
399579,tt0437086,Alita: Battle Angel,Alita: Battle Angel,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2019-01-31,170000000,404852543,105.899,7.2,6619,122
198663,tt1790864,The Maze Runner,The Maze Runner,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2014-09-10,34000000,348319861,107.006,7.2,13568,113
496243,tt6751668,기생충,Parasite,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2019-05-30,11363000,257591776,107.532,8.5,11509,133
359724,tt1950186,Ford v Ferrari,Ford v Ferrari,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",2019-11-13,97600000,225508210,108.124,8.0,4725,153
168259,tt2820852,Furious 7,Furious 7,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2015-04-01,190000000,1515047671,108.384,7.3,8421,137
390043,tt1959563,The Hitman's Bodyguard,The Hitman's Bodyguard,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",2017-08-16,30000000,176586701,108.657,6.8,4391,118
250546,tt3322940,Annabelle,Annabelle,"[{'id': 27, 'name': 'Horror'}]",2014-10-02,6500000,257047661,89.535,5.7,4741,99
396422,tt5140878,Annabelle: Creation,Annabelle: Creation,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2017-08-03,15000000,306515884,89.544,6.6,4322,109
383498,tt5463162,Deadpool 2,Deadpool 2,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2018-05-10,110000000,786365638,89.911,7.5,13329,119
466550,tt6593054,Drive,Drive,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-11-01,0,0,90.046,5.7,34,147
420818,tt6105098,The Lion King,The Lion King,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",2019-07-12,260000000,1656943394,90.068,7.2,7733,118
99861,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2015-04-22,250000000,1405403694,90.503,7.3,18015,141
177572,tt2245084,Big Hero 6,Big Hero 6,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2014-10-24,165000000,657827828,90.875,7.8,12782,102
313297,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2016-08-18,60000000,76249438,91.053,7.7,2817,102
324552,tt4425200,John Wick: Chapter 2,John Wick: Chapter 2,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",2017-02-08,40000000,171539887,92.356,7.2,9155,122
75624,tt1999167,劇場版 NARUTO -ナルト- ブラッド・プリズン,Naruto Shippuden the Movie: Blood Prison,"[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2011-07-30,0,0,92.716,7.2,266,108
500916,tt7394816,Primal,Primal,"[{'id': 28, 'name': 'Action'}]",2019-12-27,9000000,146863,93.887,6.0,198,97
398818,tt5726616,Call Me by Your Name,Call Me by Your Name,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2017-09-01,4000000,41063475,94.728,8.3,9181,132
420809,tt4777008,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",2019-10-16,185000000,491570967,95.539,7.4,4432,119
522627,tt8367814,The Gentlemen,The Gentlemen,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",2019-12-03,22000000,114996853,96.208,7.7,3339,113
559969,tt9243946,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2019-10-11,6000000,40000,96.265,6.9,3272,123
480530,tt6343314,Creed II,Creed II,"[{'id': 18, 'name': 'Drama'}]",2018-11-21,50000000,214215889,96.276,6.9,3753,130
301528,tt1979376,Toy Story 4,Toy Story 4,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2019-06-19,175000000,1073394593,97.398,7.6,7066,100
500922,tt3758162,A Score to Settle,A Score to Settle,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2019-08-01,0,0,97.566,6.3,326,103
372058,tt5311514,君の名は。,Your Name.,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",2016-08-26,0,357986087,98.655,8.6,7542,106
423204,tt6189022,Angel Has Fallen,Angel Has Fallen,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2019-08-21,40000000,146661977,99.347,6.5,2376,122
575813,tt9586294,少年的你,Better Days,"[{'id': 18, 'name': 'Drama'}]",2019-10-25,0,225879065,81.747,8.2,118,135
480157,tt6988208,House of the Witch,House of the Witch,"[{'id': 27, 'name': 'Horror'}]",2017-10-07,0,0,82.183,4.4,92,90
109445,tt2294629,Frozen,Frozen,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2013-11-20,150000000,1274219009,82.188,7.3,13240,102
49519,tt0481499,The Croods,The Croods,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2013-03-20,135000000,587204668,82.835,6.9,5426,98
576393,tt9657764,一吻定情,Fall in Love at First Kiss,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2019-02-14,0,0,83.013,6.6,63,123
508664,tt0441881,Danger Close: The Battle of Long Tan,Danger Close: The Battle of Long Tan,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2019-08-08,23934823,2078370,83.238,6.9,171,119
504949,tt7984766,The King,The King,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2019-10-11,0,0,84.33,7.2,2011,140
157336,tt0816692,Interstellar,Interstellar,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2014-11-05,165000000,675120017,85.103,8.3,25994,169
428078,tt1571234,Mortal Engines,Mortal Engines,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2018-11-27,100000000,83672673,85.473,6.1,3408,129
293660,tt1431045,Deadpool,Deadpool,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2016-02-09,58000000,783100000,85.557,7.6,25009,108
122917,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2014-12-10,250000000,956019788,85.83,7.3,10987,144
574982,tt8664988,Аванпост,The Blackout,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2019-11-21,0,2746207,86.287,6.6,250,127
516052,tt7401028,銀河英雄伝説 Die Neue These 星乱 第一章,The Legend of the Galactic Heroes: Die Neue These Seiran 1,[],2019-09-27,0,0,86.973,8.4,8,120
57214,tt1636826,Project X,Project X,"[{'id': 35, 'name': 'Comedy'}]",2012-03-01,0,0,87.019,6.7,4569,88
599845,tt9048786,L'Immortale,The Immortal,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2019-12-05,0,0,87.294,6.8,311,115
584044,tt8707008,The Viking War,The Viking War,"[{'id': 36, 'name': 'History'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2019-10-15,0,0,88.064,5.6,22,104
12445,tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",2011-07-07,125000000,1341511219,88.075,8.1,15767,130
545330,tt8243160,Hacker,Hacker,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",2019-03-28,0,0,88.292,6.7,80,96
12444,tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2010-10-17,250000000,954305868,88.304,7.8,14642,146
